source_file,region,region_code,sector,year,month,value,variable
elstat.xlsx,Attiki,EL30,H,2012,NaN,7775386,turnover
elstat.xlsx,Attiki,EL30,I,2012,NaN,2835813,turnover
elstat.xlsx,Attiki,EL30,J,2012,NaN,10217085,turnover
elstat.xlsx,Attiki,EL30,K,2012,NaN,25052397,turnover
elstat.xlsx,Attiki,EL30,L,2012,NaN,732511,turnover
elstat.xlsx,Attiki,EL30,M,2012,NaN,5830867,turnover
elstat.xlsx,Attiki,EL30,N,2012,NaN,3547795,turnover
elstat.xlsx,Attiki,EL30,O,2012,NaN,2,turnover
elstat.xlsx,Attiki,EL30,P,2012,NaN,625845,turnover
elstat.xlsx,Attiki,EL30,Q,2012,NaN,2459111,turnover
elstat.xlsx,Attiki,EL30,R,2012,NaN,4770526,turnover
elstat.xlsx,Attiki,EL30,S,2012,NaN,657863,turnover
elstat.xlsx,Attiki,EL30,W,2012,NaN,16593,turnover
elstat.xlsx,Voreio Aigaio,EL41,A,2012,NaN,44670,turnover
elstat.xlsx,Voreio Aigaio,EL41,B,2012,NaN,2,turnover
elstat.xlsx,Voreio Aigaio,EL41,C,2012,NaN,226617,turnover
elstat.xlsx,Voreio Aigaio,EL41,D,2012,NaN,9833,turnover
elstat.xlsx,Voreio Aigaio,EL41,E,2012,NaN,12680,turnover
elstat.xlsx,Voreio Aigaio,EL41,F,2012,NaN,82186,turnover
elstat.xlsx,Voreio Aigaio,EL41,G,2012,NaN,1187499,turnover
elstat.xlsx,Voreio Aigaio,EL41,H,2012,NaN,71555,turnover
elstat.xlsx,Voreio Aigaio,EL41,I,2012,NaN,160760,turnover
elstat.xlsx,Voreio Aigaio,EL41,J,2012,NaN,20494,turnover
elstat.xlsx,Voreio Aigaio,EL41,K,2012,NaN,4678,turnover
elstat.xlsx,Voreio Aigaio,EL41,L,2012,NaN,2802,turnover
elstat.xlsx,Voreio Aigaio,EL41,M,2012,NaN,52540,turnover
elstat.xlsx,Voreio Aigaio,EL41,N,2012,NaN,51529,turnover
elstat.xlsx,Voreio Aigaio,EL41,O,2012,NaN,2,turnover
elstat.xlsx,Voreio Aigaio,EL41,P,2012,NaN,7685,turnover
elstat.xlsx,Voreio Aigaio,EL41,Q,2012,NaN,25131,turnover
elstat.xlsx,Voreio Aigaio,EL41,R,2012,NaN,7768,turnover
elstat.xlsx,Voreio Aigaio,EL41,S,2012,NaN,14833,turnover
elstat.xlsx,Voreio Aigaio,EL41,W,2012,NaN,893,turnover
elstat.xlsx,Notio Aigaio,EL42,A,2012,NaN,49410,turnover
elstat.xlsx,Notio Aigaio,EL42,B,2012,NaN,2,turnover
elstat.xlsx,Notio Aigaio,EL42,C,2012,NaN,287346,turnover
elstat.xlsx,Notio Aigaio,EL42,D,2012,NaN,15054,turnover
elstat.xlsx,Notio Aigaio,EL42,E,2012,NaN,33720,turnover
elstat.xlsx,Notio Aigaio,EL42,F,2012,NaN,239255,turnover
elstat.xlsx,Notio Aigaio,EL42,G,2012,NaN,2993017,turnover
elstat.xlsx,Notio Aigaio,EL42,H,2012,NaN,187561,turnover
elstat.xlsx,Notio Aigaio,EL42,I,2012,NaN,1331494,turnover
elstat.xlsx,Notio Aigaio,EL42,J,2012,NaN,19809,turnover
elstat.xlsx,Notio Aigaio,EL42,K,2012,NaN,9056,turnover
elstat.xlsx,Notio Aigaio,EL42,L,2012,NaN,22748,turnover
elstat.xlsx,Notio Aigaio,EL42,M,2012,NaN,106162,turnover
elstat.xlsx,Notio Aigaio,EL42,N,2012,NaN,173696,turnover
elstat.xlsx,Notio Aigaio,EL42,O,2012,NaN,2,turnover
elstat.xlsx,Notio Aigaio,EL42,P,2012,NaN,24531,turnover
elstat.xlsx,Notio Aigaio,EL42,Q,2012,NaN,50131,turnover
elstat.xlsx,Notio Aigaio,EL42,R,2012,NaN,58215,turnover
elstat.xlsx,Notio Aigaio,EL42,S,2012,NaN,35697,turnover
elstat.xlsx,Notio Aigaio,EL42,W,2012,NaN,644,turnover
elstat.xlsx,Kriti,EL43,A,2012,NaN,205444,turnover
elstat.xlsx,Kriti,EL43,B,2012,NaN,10153,turnover
elstat.xlsx,Kriti,EL43,C,2012,NaN,1161403,turnover
elstat.xlsx,Kriti,EL43,D,2012,NaN,52638,turnover
elstat.xlsx,Kriti,EL43,E,2012,NaN,79086,turnover
elstat.xlsx,Kriti,EL43,F,2012,NaN,413434,turnover
elstat.xlsx,Kriti,EL43,G,2012,NaN,4367585,turnover
elstat.xlsx,Kriti,EL43,H,2012,NaN,744973,turnover
elstat.xlsx,Kriti,EL43,I,2012,NaN,1003704,turnover
elstat.xlsx,Kriti,EL43,J,2012,NaN,280722,turnover
elstat.xlsx,Kriti,EL43,K,2012,NaN,82189,turnover
elstat.xlsx,Kriti,EL43,L,2012,NaN,25093,turnover
elstat.xlsx,Kriti,EL43,M,2012,NaN,237245,turnover
elstat.xlsx,Kriti,EL43,N,2012,NaN,491170,turnover
elstat.xlsx,Kriti,EL43,O,2012,NaN,9509,turnover
elstat.xlsx,Kriti,EL43,P,2012,NaN,36679,turnover
elstat.xlsx,Kriti,EL43,Q,2012,NaN,149460,turnover
elstat.xlsx,Kriti,EL43,R,2012,NaN,44344,turnover
elstat.xlsx,Kriti,EL43,S,2012,NaN,60478,turnover
elstat.xlsx,Kriti,EL43,W,2012,NaN,1655,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,A,2013,NaN,414194,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,B,2013,NaN,127546,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,C,2013,NaN,1576446,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,D,2013,NaN,34223,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,E,2013,NaN,61266,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,F,2013,NaN,213811,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,G,2013,NaN,3079489,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,H,2013,NaN,231345,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,I,2013,NaN,284167,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,J,2013,NaN,58304,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,K,2013,NaN,9875,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,L,2013,NaN,8861,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,M,2013,NaN,138468,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,N,2013,NaN,48329,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,O,2013,NaN,6332,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,P,2013,NaN,37786,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,Q,2013,NaN,101213,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,R,2013,NaN,29630,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,S,2013,NaN,32669,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,W,2013,NaN,1390,turnover
elstat.xlsx,Kentriki Makedonia,EL52,A,2013,NaN,767545,turnover
elstat.xlsx,Kentriki Makedonia,EL52,B,2013,NaN,45823,turnover
elstat.xlsx,Kentriki Makedonia,EL52,C,2013,NaN,6293358,turnover
elstat.xlsx,Kentriki Makedonia,EL52,D,2013,NaN,252996,turnover
elstat.xlsx,Kentriki Makedonia,EL52,E,2013,NaN,252563,turnover
elstat.xlsx,Kentriki Makedonia,EL52,F,2013,NaN,958203,turnover
elstat.xlsx,Kentriki Makedonia,EL52,G,2013,NaN,14347574,turnover
elstat.xlsx,Kentriki Makedonia,EL52,H,2013,NaN,1142837,turnover
elstat.xlsx,Kentriki Makedonia,EL52,I,2013,NaN,1098746,turnover
elstat.xlsx,Kentriki Makedonia,EL52,J,2013,NaN,266335,turnover
elstat.xlsx,Kentriki Makedonia,EL52,K,2013,NaN,437694,turnover
elstat.xlsx,Kentriki Makedonia,EL52,L,2013,NaN,64746,turnover
elstat.xlsx,Kentriki Makedonia,EL52,M,2013,NaN,793025,turnover
elstat.xlsx,Kentriki Makedonia,EL52,N,2013,NaN,617174,turnover
elstat.xlsx,Kentriki Makedonia,EL52,O,2013,NaN,35052,turnover
elstat.xlsx,Kentriki Makedonia,EL52,P,2013,NaN,111727,turnover
elstat.xlsx,Kentriki Makedonia,EL52,Q,2013,NaN,517472,turnover
elstat.xlsx,Kentriki Makedonia,EL52,R,2013,NaN,139839,turnover
elstat.xlsx,Kentriki Makedonia,EL52,S,2013,NaN,152381,turnover
elstat.xlsx,Kentriki Makedonia,EL52,W,2013,NaN,3011,turnover
elstat.xlsx,Dytiki Makedonia,EL53,A,2013,NaN,168553,turnover
elstat.xlsx,Dytiki Makedonia,EL53,B,2013,NaN,17601,turnover
elstat.xlsx,Dytiki Makedonia,EL53,C,2013,NaN,644257,turnover
elstat.xlsx,Dytiki Makedonia,EL53,D,2013,NaN,28218,turnover
elstat.xlsx,Dytiki Makedonia,EL53,E,2013,NaN,35590,turnover
elstat.xlsx,Dytiki Makedonia,EL53,F,2013,NaN,349775,turnover
elstat.xlsx,Dytiki Makedonia,EL53,G,2013,NaN,1191467,turnover
elstat.xlsx,Dytiki Makedonia,EL53,H,2013,NaN,138992,turnover
elstat.xlsx,Dytiki Makedonia,EL53,I,2013,NaN,89789,turnover
elstat.xlsx,Dytiki Makedonia,EL53,J,2013,NaN,7991,turnover
elstat.xlsx,Dytiki Makedonia,EL53,K,2013,NaN,6832,turnover
elstat.xlsx,Dytiki Makedonia,EL53,L,2013,NaN,1920,turnover
elstat.xlsx,Dytiki Makedonia,EL53,M,2013,NaN,74841,turnover
elstat.xlsx,Dytiki Makedonia,EL53,N,2013,NaN,27221,turnover
elstat.xlsx,Dytiki Makedonia,EL53,O,2013,NaN,4792,turnover
elstat.xlsx,Dytiki Makedonia,EL53,P,2013,NaN,11706,turnover
elstat.xlsx,Dytiki Makedonia,EL53,Q,2013,NaN,49948,turnover
elstat.xlsx,Dytiki Makedonia,EL53,R,2013,NaN,9793,turnover
elstat.xlsx,Dytiki Makedonia,EL53,S,2013,NaN,18474,turnover
elstat.xlsx,Dytiki Makedonia,EL53,W,2013,NaN,86,turnover
elstat.xlsx,Ipeiros,EL54,A,2013,NaN,284232,turnover
elstat.xlsx,Ipeiros,EL54,B,2013,NaN,2,turnover
elstat.xlsx,Ipeiros,EL54,C,2013,NaN,971189,turnover
elstat.xlsx,Ipeiros,EL54,D,2013,NaN,38756,turnover
elstat.xlsx,Ipeiros,EL54,E,2013,NaN,33516,turnover
elstat.xlsx,Ipeiros,EL54,F,2013,NaN,148575,turnover
elstat.xlsx,Ipeiros,EL54,G,2013,NaN,1754202,turnover
elstat.xlsx,Ipeiros,EL54,H,2013,NaN,178065,turnover
elstat.xlsx,Ipeiros,EL54,I,2013,NaN,188893,turnover
elstat.xlsx,Ipeiros,EL54,J,2013,NaN,12430,turnover
elstat.xlsx,Ipeiros,EL54,K,2013,NaN,6032,turnover
elstat.xlsx,Ipeiros,EL54,L,2013,NaN,8844,turnover
elstat.xlsx,Ipeiros,EL54,M,2013,NaN,113179,turnover
elstat.xlsx,Ipeiros,EL54,N,2013,NaN,20495,turnover
elstat.xlsx,Ipeiros,EL54,O,2013,NaN,2,turnover
elstat.xlsx,Ipeiros,EL54,P,2013,NaN,12938,turnover
elstat.xlsx,Ipeiros,EL54,Q,2013,NaN,64192,turnover
elstat.xlsx,Ipeiros,EL54,R,2013,NaN,19650,turnover
elstat.xlsx,Ipeiros,EL54,S,2013,NaN,21521,turnover
elstat.xlsx,Ipeiros,EL54,W,2013,NaN,1832,turnover
elstat.xlsx,Thessalia,EL61,A,2013,NaN,342283,turnover
elstat.xlsx,Thessalia,EL61,B,2013,NaN,22621,turnover
elstat.xlsx,Thessalia,EL61,C,2013,NaN,2125900,turnover
elstat.xlsx,Thessalia,EL61,D,2013,NaN,112278,turnover
elstat.xlsx,Thessalia,EL61,E,2013,NaN,73144,turnover
elstat.xlsx,Thessalia,EL61,F,2013,NaN,333215,turnover
elstat.xlsx,Thessalia,EL61,G,2013,NaN,3664720,turnover
elstat.xlsx,Thessalia,EL61,H,2013,NaN,311048,turnover
elstat.xlsx,Thessalia,EL61,I,2013,NaN,366414,turnover
elstat.xlsx,Thessalia,EL61,J,2013,NaN,30169,turnover
elstat.xlsx,Thessalia,EL61,K,2013,NaN,38004,turnover
elstat.xlsx,Thessalia,EL61,L,2013,NaN,10373,turnover
elstat.xlsx,Thessalia,EL61,M,2013,NaN,209700,turnover
elstat.xlsx,Thessalia,EL61,N,2013,NaN,72015,turnover
elstat.xlsx,Thessalia,EL61,O,2013,NaN,11162,turnover
elstat.xlsx,Thessalia,EL61,P,2013,NaN,49219,turnover
elstat.xlsx,Thessalia,EL61,Q,2013,NaN,247020,turnover
elstat.xlsx,Thessalia,EL61,R,2013,NaN,28145,turnover
elstat.xlsx,Thessalia,EL61,S,2013,NaN,65145,turnover
elstat.xlsx,Thessalia,EL61,W,2013,NaN,903,turnover
elstat.xlsx,Sterea Elláda,EL64,A,2013,NaN,376959,turnover
elstat.xlsx,Sterea Elláda,EL64,B,2013,NaN,13190,turnover
elstat.xlsx,Sterea Elláda,EL64,C,2013,NaN,1555444,turnover
elstat.xlsx,Sterea Elláda,EL64,D,2013,NaN,37987,turnover
elstat.xlsx,Sterea Elláda,EL64,E,2013,NaN,60641,turnover
elstat.xlsx,Sterea Elláda,EL64,F,2013,NaN,302838,turnover
elstat.xlsx,Sterea Elláda,EL64,G,2013,NaN,2602462,turnover
elstat.xlsx,Sterea Elláda,EL64,H,2013,NaN,280030,turnover
elstat.xlsx,Sterea Elláda,EL64,I,2013,NaN,247055,turnover
elstat.xlsx,Sterea Elláda,EL64,J,2013,NaN,21826,turnover
elstat.xlsx,Sterea Elláda,EL64,K,2013,NaN,22096,turnover
elstat.xlsx,Sterea Elláda,EL64,L,2013,NaN,17415,turnover
elstat.xlsx,Sterea Elláda,EL64,M,2013,NaN,130514,turnover
elstat.xlsx,Sterea Elláda,EL64,N,2013,NaN,55581,turnover
elstat.xlsx,Sterea Elláda,EL64,O,2013,NaN,21680,turnover
elstat.xlsx,Sterea Elláda,EL64,P,2013,NaN,17418,turnover
elstat.xlsx,Sterea Elláda,EL64,Q,2013,NaN,78900,turnover
elstat.xlsx,Sterea Elláda,EL64,R,2013,NaN,20537,turnover
elstat.xlsx,Sterea Elláda,EL64,S,2013,NaN,32450,turnover
elstat.xlsx,Sterea Elláda,EL64,W,2013,NaN,988,turnover
elstat.xlsx,Ionia Nisia,EL62,A,2013,NaN,36620,turnover
elstat.xlsx,Ionia Nisia,EL62,B,2013,NaN,975,turnover
elstat.xlsx,Ionia Nisia,EL62,C,2013,NaN,109192,turnover
elstat.xlsx,Ionia Nisia,EL62,D,2013,NaN,2545,turnover
elstat.xlsx,Ionia Nisia,EL62,E,2013,NaN,28434,turnover
elstat.xlsx,Ionia Nisia,EL62,F,2013,NaN,79651,turnover
elstat.xlsx,Ionia Nisia,EL62,G,2013,NaN,1421413,turnover
elstat.xlsx,Ionia Nisia,EL62,H,2013,NaN,165140,turnover
elstat.xlsx,Ionia Nisia,EL62,I,2013,NaN,553884,turnover
elstat.xlsx,Ionia Nisia,EL62,J,2013,NaN,10521,turnover
elstat.xlsx,Ionia Nisia,EL62,K,2013,NaN,4953,turnover
elstat.xlsx,Ionia Nisia,EL62,L,2013,NaN,7146,turnover
elstat.xlsx,Ionia Nisia,EL62,M,2013,NaN,59774,turnover
elstat.xlsx,Ionia Nisia,EL62,N,2013,NaN,86000,turnover
elstat.xlsx,Ionia Nisia,EL62,O,2013,NaN,6217,turnover
elstat.xlsx,Ionia Nisia,EL62,P,2013,NaN,9755,turnover
elstat.xlsx,Ionia Nisia,EL62,Q,2013,NaN,39776,turnover
elstat.xlsx,Ionia Nisia,EL62,R,2013,NaN,12200,turnover
elstat.xlsx,Ionia Nisia,EL62,S,2013,NaN,18603,turnover
elstat.xlsx,Ionia Nisia,EL62,W,2013,NaN,54,turnover
elstat.xlsx,Dytiki Elláda,EL63,A,2013,NaN,251627,turnover
elstat.xlsx,Dytiki Elláda,EL63,B,2013,NaN,11873,turnover
elstat.xlsx,Dytiki Elláda,EL63,C,2013,NaN,1126108,turnover
elstat.xlsx,Dytiki Elláda,EL63,D,2013,NaN,38593,turnover
elstat.xlsx,Dytiki Elláda,EL63,E,2013,NaN,44236,turnover
elstat.xlsx,Dytiki Elláda,EL63,F,2013,NaN,274842,turnover
elstat.xlsx,Dytiki Elláda,EL63,G,2013,NaN,3468326,turnover
elstat.xlsx,Dytiki Elláda,EL63,H,2013,NaN,357953,turnover
elstat.xlsx,Dytiki Elláda,EL63,I,2013,NaN,270366,turnover
elstat.xlsx,Dytiki Elláda,EL63,J,2013,NaN,35034,turnover
elstat.xlsx,Dytiki Elláda,EL63,K,2013,NaN,17878,turnover
elstat.xlsx,Dytiki Elláda,EL63,L,2013,NaN,7649,turnover
elstat.xlsx,Dytiki Elláda,EL63,M,2013,NaN,240514,turnover
elstat.xlsx,Dytiki Elláda,EL63,N,2013,NaN,44652,turnover
elstat.xlsx,Dytiki Elláda,EL63,O,2013,NaN,18806,turnover
elstat.xlsx,Dytiki Elláda,EL63,P,2013,NaN,45812,turnover
elstat.xlsx,Dytiki Elláda,EL63,Q,2013,NaN,148774,turnover
elstat.xlsx,Dytiki Elláda,EL63,R,2013,NaN,44974,turnover
elstat.xlsx,Dytiki Elláda,EL63,S,2013,NaN,34134,turnover
elstat.xlsx,Dytiki Elláda,EL63,W,2013,NaN,1037,turnover
elstat.xlsx,Peloponnisos,EL65,A,2013,NaN,180350,turnover
elstat.xlsx,Peloponnisos,EL65,B,2013,NaN,17335,turnover
elstat.xlsx,Peloponnisos,EL65,C,2013,NaN,1390502,turnover
elstat.xlsx,Peloponnisos,EL65,D,2013,NaN,49199,turnover
elstat.xlsx,Peloponnisos,EL65,E,2013,NaN,58282,turnover
elstat.xlsx,Peloponnisos,EL65,F,2013,NaN,255013,turnover
elstat.xlsx,Peloponnisos,EL65,G,2013,NaN,3525520,turnover
elstat.xlsx,Peloponnisos,EL65,H,2013,NaN,271638,turnover
elstat.xlsx,Peloponnisos,EL65,I,2013,NaN,360857,turnover
elstat.xlsx,Peloponnisos,EL65,J,2013,NaN,16788,turnover
elstat.xlsx,Peloponnisos,EL65,K,2013,NaN,12476,turnover
elstat.xlsx,Peloponnisos,EL65,L,2013,NaN,8125,turnover
elstat.xlsx,Peloponnisos,EL65,M,2013,NaN,150093,turnover
elstat.xlsx,Peloponnisos,EL65,N,2013,NaN,47142,turnover
elstat.xlsx,Peloponnisos,EL65,O,2013,NaN,15046,turnover
elstat.xlsx,Peloponnisos,EL65,P,2013,NaN,26272,turnover
elstat.xlsx,Peloponnisos,EL65,Q,2013,NaN,91744,turnover
elstat.xlsx,Peloponnisos,EL65,R,2013,NaN,113119,turnover
elstat.xlsx,Peloponnisos,EL65,S,2013,NaN,36397,turnover
elstat.xlsx,Peloponnisos,EL65,W,2013,NaN,485,turnover
elstat.xlsx,Attiki,EL30,A,2013,NaN,727704,turnover
elstat.xlsx,Attiki,EL30,B,2013,NaN,400088,turnover
elstat.xlsx,Attiki,EL30,C,2013,NaN,40356163,turnover
elstat.xlsx,Attiki,EL30,D,2013,NaN,15687698,turnover
elstat.xlsx,Attiki,EL30,E,2013,NaN,794835,turnover
elstat.xlsx,Attiki,EL30,F,2013,NaN,5422418,turnover
elstat.xlsx,Attiki,EL30,G,2013,NaN,65951419,turnover
elstat.xlsx,Attiki,EL30,H,2013,NaN,7392267,turnover
elstat.xlsx,Attiki,EL30,I,2013,NaN,2928923,turnover
elstat.xlsx,Attiki,EL30,J,2013,NaN,9030369,turnover
elstat.xlsx,Attiki,EL30,K,2013,NaN,19125911,turnover
elstat.xlsx,Attiki,EL30,L,2013,NaN,807908,turnover
elstat.xlsx,Attiki,EL30,M,2013,NaN,5555141,turnover
elstat.xlsx,Attiki,EL30,N,2013,NaN,3306644,turnover
elstat.xlsx,Attiki,EL30,O,2013,NaN,459731,turnover
elstat.xlsx,Attiki,EL30,P,2013,NaN,542939,turnover
elstat.xlsx,Attiki,EL30,Q,2013,NaN,2310081,turnover
elstat.xlsx,Attiki,EL30,R,2013,NaN,4466924,turnover
elstat.xlsx,Attiki,EL30,S,2013,NaN,720276,turnover
elstat.xlsx,Attiki,EL30,W,2013,NaN,21962,turnover
elstat.xlsx,Voreio Aigaio,EL41,A,2013,NaN,47898,turnover
elstat.xlsx,Voreio Aigaio,EL41,B,2013,NaN,2,turnover
elstat.xlsx,Voreio Aigaio,EL41,C,2013,NaN,224169,turnover
elstat.xlsx,Voreio Aigaio,EL41,D,2013,NaN,13334,turnover
elstat.xlsx,Voreio Aigaio,EL41,E,2013,NaN,12951,turnover
elstat.xlsx,Voreio Aigaio,EL41,F,2013,NaN,83657,turnover
elstat.xlsx,Voreio Aigaio,EL41,G,2013,NaN,1107724,turnover
elstat.xlsx,Voreio Aigaio,EL41,H,2013,NaN,89962,turnover
elstat.xlsx,Voreio Aigaio,EL41,I,2013,NaN,167595,turnover
elstat.xlsx,Voreio Aigaio,EL41,J,2013,NaN,21379,turnover
elstat.xlsx,Voreio Aigaio,EL41,K,2013,NaN,4244,turnover
elstat.xlsx,Voreio Aigaio,EL41,L,2013,NaN,2599,turnover
elstat.xlsx,Voreio Aigaio,EL41,M,2013,NaN,55609,turnover
elstat.xlsx,Voreio Aigaio,EL41,N,2013,NaN,46272,turnover
elstat.xlsx,Voreio Aigaio,EL41,O,2013,NaN,2,turnover
elstat.xlsx,Voreio Aigaio,EL41,P,2013,NaN,6452,turnover
elstat.xlsx,Voreio Aigaio,EL41,Q,2013,NaN,29319,turnover
elstat.xlsx,Voreio Aigaio,EL41,R,2013,NaN,7139,turnover
elstat.xlsx,Voreio Aigaio,EL41,S,2013,NaN,13845,turnover
elstat.xlsx,Voreio Aigaio,EL41,W,2013,NaN,1111,turnover
elstat.xlsx,Notio Aigaio,EL42,A,2013,NaN,48845,turnover
elstat.xlsx,Notio Aigaio,EL42,B,2013,NaN,2,turnover
elstat.xlsx,Notio Aigaio,EL42,C,2013,NaN,281308,turnover
elstat.xlsx,Notio Aigaio,EL42,D,2013,NaN,18200,turnover
elstat.xlsx,Notio Aigaio,EL42,E,2013,NaN,44709,turnover
elstat.xlsx,Notio Aigaio,EL42,F,2013,NaN,195952,turnover
elstat.xlsx,Notio Aigaio,EL42,G,2013,NaN,2866999,turnover
elstat.xlsx,Notio Aigaio,EL42,H,2013,NaN,195810,turnover
elstat.xlsx,Notio Aigaio,EL42,I,2013,NaN,1562309,turnover
elstat.xlsx,Notio Aigaio,EL42,J,2013,NaN,20635,turnover
elstat.xlsx,Notio Aigaio,EL42,K,2013,NaN,8035,turnover
elstat.xlsx,Notio Aigaio,EL42,L,2013,NaN,24252,turnover
elstat.xlsx,Notio Aigaio,EL42,M,2013,NaN,104260,turnover
elstat.xlsx,Notio Aigaio,EL42,N,2013,NaN,199166,turnover
elstat.xlsx,Notio Aigaio,EL42,O,2013,NaN,2,turnover
elstat.xlsx,Notio Aigaio,EL42,P,2013,NaN,21687,turnover
elstat.xlsx,Notio Aigaio,EL42,Q,2013,NaN,56819,turnover
elstat.xlsx,Notio Aigaio,EL42,R,2013,NaN,57999,turnover
elstat.xlsx,Notio Aigaio,EL42,S,2013,NaN,37569,turnover
elstat.xlsx,Notio Aigaio,EL42,W,2013,NaN,595,turnover
elstat.xlsx,Kriti,EL43,A,2013,NaN,322775,turnover
elstat.xlsx,Kriti,EL43,B,2013,NaN,11671,turnover
elstat.xlsx,Kriti,EL43,C,2013,NaN,1188938,turnover
elstat.xlsx,Kriti,EL43,D,2013,NaN,61058,turnover
elstat.xlsx,Kriti,EL43,E,2013,NaN,91279,turnover
elstat.xlsx,Kriti,EL43,F,2013,NaN,402441,turnover
elstat.xlsx,Kriti,EL43,G,2013,NaN,4354337,turnover
elstat.xlsx,Kriti,EL43,H,2013,NaN,761977,turnover
elstat.xlsx,Kriti,EL43,I,2013,NaN,1243890,turnover
elstat.xlsx,Kriti,EL43,J,2013,NaN,257351,turnover
elstat.xlsx,Kriti,EL43,K,2013,NaN,79962,turnover
elstat.xlsx,Kriti,EL43,L,2013,NaN,28859,turnover
elstat.xlsx,Kriti,EL43,M,2013,NaN,254978,turnover
elstat.xlsx,Kriti,EL43,N,2013,NaN,637685,turnover
elstat.xlsx,Kriti,EL43,O,2013,NaN,8520,turnover
elstat.xlsx,Kriti,EL43,P,2013,NaN,30859,turnover
elstat.xlsx,Kriti,EL43,Q,2013,NaN,167535,turnover
elstat.xlsx,Kriti,EL43,R,2013,NaN,47986,turnover
elstat.xlsx,Kriti,EL43,S,2013,NaN,70778,turnover
elstat.xlsx,Kriti,EL43,W,2013,NaN,5251,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,A,2014,NaN,701742,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,B,2014,NaN,118374,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,C,2014,NaN,1556593,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,D,2014,NaN,28911,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,E,2014,NaN,51979,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,F,2014,NaN,212675,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,G,2014,NaN,3000591,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,H,2014,NaN,231589,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,I,2014,NaN,307991,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,J,2014,NaN,67638,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,K,2014,NaN,19873,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,L,2014,NaN,15540,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,M,2014,NaN,144651,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,N,2014,NaN,50146,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,O,2014,NaN,13045,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,P,2014,NaN,46094,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,Q,2014,NaN,115063,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,R,2014,NaN,24359,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,S,2014,NaN,31862,turnover
elstat.xlsx,"Anatoliki Makedonia, Thraki",EL51,W,2014,NaN,188,turnover
elstat.xlsx,Kentriki Makedonia,EL52,A,2014,NaN,1620537,turnover
elstat.xlsx,Kentriki Makedonia,EL52,B,2014,NaN,75799,turnover
elstat.xlsx,Kentriki Makedonia,EL52,C,2014,NaN,6301926,turnover
elstat.xlsx,Kentriki Makedonia,EL52,D,2014,NaN,236092,turnover
elstat.xlsx,Kentriki Makedonia,EL52,E,2014,NaN,240921,turnover
elstat.xlsx,Kentriki Makedonia,EL52,F,2014,NaN,1069203,turnover
elstat.xlsx,Kentriki Makedonia,EL52,G,2014,NaN,14683982,turnover
elstat.xlsx,Kentriki Makedonia,EL52,H,2014,NaN,1235609,turnover
elstat.xlsx,Kentriki Makedonia,EL52,I,2014,NaN,1241519,turnover
elstat.xlsx,Kentriki Makedonia,EL52,J,2014,NaN,276039,turnover
