source_file,region,region_code,sector,year,month,value,variable
eurostat.xlsx,Attiki,EL30,NaN,2013,NaN,3912849,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2013,NaN,199478,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2013,NaN,334652,population
eurostat.xlsx,Kriti,EL43,NaN,2013,NaN,630085,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2013,NaN,610102,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2013,NaN,1912624,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2013,NaN,281324,population
eurostat.xlsx,Ipeiros,EL54,NaN,2013,NaN,343128,population
eurostat.xlsx,Thessalia,EL61,NaN,2013,NaN,741593,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2013,NaN,208241,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2013,NaN,682583,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2013,NaN,560093,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2013,NaN,586863,population
eurostat.xlsx,Attiki,EL30,NaN,2014,NaN,3863763,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2014,NaN,198581,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2014,NaN,334802,population
eurostat.xlsx,Kriti,EL43,NaN,2014,NaN,630889,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2014,NaN,608214,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2014,NaN,1903360,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2014,NaN,278706,population
eurostat.xlsx,Ipeiros,EL54,NaN,2014,NaN,341046,population
eurostat.xlsx,Thessalia,EL61,NaN,2014,NaN,737686,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2014,NaN,207664,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2014,NaN,677727,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2014,NaN,559214,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2014,NaN,585155,population
eurostat.xlsx,Attiki,EL30,NaN,2015,NaN,3822843,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2015,NaN,197695,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2015,NaN,334865,population
eurostat.xlsx,Kriti,EL43,NaN,2015,NaN,631513,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2015,NaN,606490,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2015,NaN,1893878,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2015,NaN,276423,population
eurostat.xlsx,Ipeiros,EL54,NaN,2015,NaN,339142,population
eurostat.xlsx,Thessalia,EL61,NaN,2015,NaN,733663,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2015,NaN,207059,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2015,NaN,673263,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2015,NaN,557753,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2015,NaN,583431,population
eurostat.xlsx,Attiki,EL30,NaN,2016,NaN,3781274,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2016,NaN,196654,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2016,NaN,334791,population
eurostat.xlsx,Kriti,EL43,NaN,2016,NaN,631812,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2016,NaN,604504,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2016,NaN,1883339,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2016,NaN,273843,population
eurostat.xlsx,Ipeiros,EL54,NaN,2016,NaN,336834,population
eurostat.xlsx,Thessalia,EL61,NaN,2016,NaN,729442,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2016,NaN,206141,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2016,NaN,668258,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2016,NaN,555830,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2016,NaN,581026,population
eurostat.xlsx,Attiki,EL30,NaN,2017,NaN,3773559,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2017,NaN,203700,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2017,NaN,338383,population
eurostat.xlsx,Kriti,EL43,NaN,2017,NaN,632674,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2017,NaN,602799,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2017,NaN,1880122,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2017,NaN,271488,population
eurostat.xlsx,Ipeiros,EL54,NaN,2017,NaN,335250,population
eurostat.xlsx,Thessalia,EL61,NaN,2017,NaN,725874,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2017,NaN,205431,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2017,NaN,663970,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2017,NaN,555761,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2017,NaN,579182,population
eurostat.xlsx,Attiki,EL30,NaN,2018,NaN,3756453,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2018,NaN,211137,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2018,NaN,340870,population
eurostat.xlsx,Kriti,EL43,NaN,2018,NaN,633506,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2018,NaN,601175,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2018,NaN,1875996,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2018,NaN,269222,population
eurostat.xlsx,Ipeiros,EL54,NaN,2018,NaN,334337,population
eurostat.xlsx,Thessalia,EL61,NaN,2018,NaN,722065,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2018,NaN,204562,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2018,NaN,659470,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2018,NaN,555623,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2018,NaN,576749,population
eurostat.xlsx,Attiki,EL30,NaN,2019,NaN,3742235,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2019,NaN,221098,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2019,NaN,344027,population
eurostat.xlsx,Kriti,EL43,NaN,2019,NaN,634930,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2019,NaN,599723,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2019,NaN,1873777,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2019,NaN,267008,population
eurostat.xlsx,Ipeiros,EL54,NaN,2019,NaN,333696,population
eurostat.xlsx,Thessalia,EL61,NaN,2019,NaN,718640,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2019,NaN,203869,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2019,NaN,655189,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2019,NaN,555960,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2019,NaN,574447,population
eurostat.xlsx,Attiki,EL30,NaN,2020,NaN,3738901,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2020,NaN,229516,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2020,NaN,347512,population
eurostat.xlsx,Kriti,EL43,NaN,2020,NaN,636504,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2020,NaN,598613,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2020,NaN,1872102,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2020,NaN,264670,population
eurostat.xlsx,Ipeiros,EL54,NaN,2020,NaN,333265,population
eurostat.xlsx,Thessalia,EL61,NaN,2020,NaN,715115,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2020,NaN,203149,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2020,NaN,651065,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2020,NaN,556002,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2020,NaN,572151,population
eurostat.xlsx,Attiki,EL30,NaN,2021,NaN,3736737,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2021,NaN,229155,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2021,NaN,347848,population
eurostat.xlsx,Kriti,EL43,NaN,2021,NaN,636766,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2021,NaN,594905,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2021,NaN,1858755,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2021,NaN,262052,population
eurostat.xlsx,Ipeiros,EL54,NaN,2021,NaN,330985,population
eurostat.xlsx,Thessalia,EL61,NaN,2021,NaN,709808,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2021,NaN,202371,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2021,NaN,646670,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2021,NaN,553235,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2021,NaN,569345,population
eurostat.xlsx,Attiki,EL30,NaN,2022,NaN,3806550,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2022,NaN,195229,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2022,NaN,327517,population
eurostat.xlsx,Kriti,EL43,NaN,2022,NaN,623633,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2022,NaN,560826,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2022,NaN,1790686,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2022,NaN,253954,population
eurostat.xlsx,Ipeiros,EL54,NaN,2022,NaN,319206,population
eurostat.xlsx,Thessalia,EL61,NaN,2022,NaN,686344,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2022,NaN,204081,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2022,NaN,646621,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2022,NaN,507072,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2022,NaN,538063,population
eurostat.xlsx,Attiki,EL30,NaN,2023,NaN,3795536,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2023,NaN,194784,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2023,NaN,326841,population
eurostat.xlsx,Kriti,EL43,NaN,2023,NaN,622624,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2023,NaN,558835,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2023,NaN,1782592,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2023,NaN,250279,population
eurostat.xlsx,Ipeiros,EL54,NaN,2023,NaN,318505,population
eurostat.xlsx,Thessalia,EL61,NaN,2023,NaN,681190,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2023,NaN,202269,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2023,NaN,642721,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2023,NaN,503941,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2023,NaN,533865,population
eurostat.xlsx,Attiki,EL30,NaN,2024,NaN,3784565,population
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2024,NaN,201007,population
eurostat.xlsx,Notio Aigaio,EL42,NaN,2024,NaN,327246,population
eurostat.xlsx,Kriti,EL43,NaN,2024,NaN,622491,population
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2024,NaN,561834,population
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2024,NaN,1778896,population
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2024,NaN,247270,population
eurostat.xlsx,Ipeiros,EL54,NaN,2024,NaN,321108,population
eurostat.xlsx,Thessalia,EL61,NaN,2024,NaN,678747,population
eurostat.xlsx,Ionia Nisia,EL62,NaN,2024,NaN,200642,population
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2024,NaN,640243,population
eurostat.xlsx,Sterea Elláda,EL64,NaN,2024,NaN,505073,population
eurostat.xlsx,Peloponnisos,EL65,NaN,2024,NaN,531598,population
eurostat.xlsx,Attiki,EL30,NaN,2012,NaN,1032.6,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2012,NaN,51.9,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2012,NaN,63.1,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2012,NaN,75.5,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2012,NaN,43.1,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2012,NaN,100.1,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2012,NaN,29.8,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2012,NaN,37.6,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2012,NaN,52.9,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2012,NaN,90.5,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2012,NaN,60.5,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2012,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2012,NaN,37.9,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2013,NaN,1019.5,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2013,NaN,51.6,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2013,NaN,63.1,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2013,NaN,75.6,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2013,NaN,43,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2013,NaN,99.6,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2013,NaN,29.6,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2013,NaN,37.3,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2013,NaN,52.6,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2013,NaN,90.2,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2013,NaN,60,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2013,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2013,NaN,37.8,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2014,NaN,1007.7,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2014,NaN,51.4,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2014,NaN,63.1,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2014,NaN,75.7,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2014,NaN,42.8,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2014,NaN,99.1,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2014,NaN,29.3,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2014,NaN,37.1,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2014,NaN,52.4,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2014,NaN,89.9,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2014,NaN,59.6,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2014,NaN,35.9,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2014,NaN,37.7,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2015,NaN,999,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2015,NaN,51.6,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2015,NaN,63.3,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2015,NaN,75.8,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2015,NaN,43.1,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2015,NaN,100,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2015,NaN,29.7,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2015,NaN,37.2,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2015,NaN,52.2,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2015,NaN,89.9,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2015,NaN,60.6,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2015,NaN,36.1,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2015,NaN,37.6,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2016,NaN,992.5,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2016,NaN,52.4,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2016,NaN,63.7,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2016,NaN,75.9,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2016,NaN,42.9,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2016,NaN,99.6,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2016,NaN,29.5,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2016,NaN,37,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2016,NaN,52,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2016,NaN,89.5,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2016,NaN,60.2,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2016,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2016,NaN,37.5,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2017,NaN,989.2,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2017,NaN,54.3,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2017,NaN,64.3,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2017,NaN,76,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2017,NaN,42.8,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2017,NaN,99.4,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2017,NaN,29.2,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2017,NaN,36.9,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2017,NaN,51.7,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2017,NaN,89.2,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2017,NaN,59.8,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2017,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2017,NaN,37.3,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2018,NaN,989.8,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2018,NaN,56.9,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2018,NaN,65.5,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2018,NaN,76.4,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2018,NaN,42.9,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2018,NaN,101.3,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2018,NaN,29.1,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2018,NaN,36.8,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2018,NaN,51.7,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2018,NaN,89.7,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2018,NaN,59.6,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2018,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2018,NaN,37.2,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2019,NaN,987.5,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2019,NaN,59.3,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2019,NaN,66.1,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2019,NaN,76.5,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2019,NaN,42.8,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2019,NaN,101.2,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2019,NaN,28.8,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2019,NaN,36.8,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2019,NaN,51.4,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2019,NaN,89.4,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2019,NaN,59.2,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2019,NaN,36.1,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2019,NaN,37.1,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2020,NaN,987.5,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2020,NaN,59.3,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2020,NaN,66.1,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2020,NaN,76.5,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2020,NaN,42.8,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2020,NaN,101.2,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2020,NaN,28.8,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2020,NaN,36.8,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2020,NaN,51.4,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2020,NaN,89.4,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2020,NaN,59.2,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2020,NaN,36.1,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2020,NaN,37.1,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2021,NaN,986.8,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2021,NaN,60.3,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2021,NaN,66.5,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2021,NaN,76.7,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2021,NaN,42.7,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2021,NaN,100.8,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2021,NaN,28.5,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2021,NaN,36.6,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2021,NaN,51.1,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2021,NaN,89.1,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2021,NaN,58.8,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2021,NaN,36,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2021,NaN,36.9,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2022,NaN,1003.4,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2022,NaN,51.3,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2022,NaN,62.5,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2022,NaN,75,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2022,NaN,40,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2022,NaN,96.6,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2022,NaN,27.3,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2022,NaN,35.1,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2022,NaN,49.1,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2022,NaN,89.3,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2022,NaN,58.4,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2022,NaN,32.8,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2022,NaN,34.7,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2023,NaN,1000.5,pop_density
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2023,NaN,52.1,pop_density
eurostat.xlsx,Notio Aigaio,EL42,NaN,2023,NaN,62.5,pop_density
eurostat.xlsx,Kriti,EL43,NaN,2023,NaN,75,pop_density
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2023,NaN,40,pop_density
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2023,NaN,96.3,pop_density
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2023,NaN,27,pop_density
eurostat.xlsx,Ipeiros,EL54,NaN,2023,NaN,35.2,pop_density
eurostat.xlsx,Thessalia,EL61,NaN,2023,NaN,48.8,pop_density
eurostat.xlsx,Ionia Nisia,EL62,NaN,2023,NaN,88.5,pop_density
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2023,NaN,58.1,pop_density
eurostat.xlsx,Sterea Elláda,EL64,NaN,2023,NaN,32.7,pop_density
eurostat.xlsx,Peloponnisos,EL65,NaN,2023,NaN,34.5,pop_density
eurostat.xlsx,Attiki,EL30,NaN,2012,NaN,-13,pop_change
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2012,NaN,-5.6,pop_change
eurostat.xlsx,Notio Aigaio,EL42,NaN,2012,NaN,-0.4,pop_change
eurostat.xlsx,Kriti,EL43,NaN,2012,NaN,1.1,pop_change
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2012,NaN,-3.2,pop_change
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2012,NaN,-5.2,pop_change
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2012,NaN,-9.7,pop_change
eurostat.xlsx,Ipeiros,EL54,NaN,2012,NaN,-6.7,pop_change
eurostat.xlsx,Thessalia,EL61,NaN,2012,NaN,-5.7,pop_change
eurostat.xlsx,Ionia Nisia,EL62,NaN,2012,NaN,-4.3,pop_change
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2012,NaN,-7.8,pop_change
eurostat.xlsx,Sterea Elláda,EL64,NaN,2012,NaN,-2.8,pop_change
eurostat.xlsx,Peloponnisos,EL65,NaN,2012,NaN,-3.7,pop_change
eurostat.xlsx,Attiki,EL30,NaN,2013,NaN,-12.6,pop_change
eurostat.xlsx,Voreio Aigaio,EL41,NaN,2013,NaN,-4.5,pop_change
eurostat.xlsx,Notio Aigaio,EL42,NaN,2013,NaN,0.4,pop_change
eurostat.xlsx,Kriti,EL43,NaN,2013,NaN,1.3,pop_change
eurostat.xlsx,"Anatoliki Makedonia, Thraki",EL51,NaN,2013,NaN,-3.1,pop_change
eurostat.xlsx,Kentriki Makedonia,EL52,NaN,2013,NaN,-4.9,pop_change
eurostat.xlsx,Dytiki Makedonia,EL53,NaN,2013,NaN,-9.3,pop_change
eurostat.xlsx,Ipeiros,EL54,NaN,2013,NaN,-6.1,pop_change
eurostat.xlsx,Thessalia,EL61,NaN,2013,NaN,-5.3,pop_change
eurostat.xlsx,Ionia Nisia,EL62,NaN,2013,NaN,-2.8,pop_change
eurostat.xlsx,Dytiki Elláda,EL63,NaN,2013,NaN,-7.1,pop_change
eurostat.xlsx,Sterea Elláda,EL64,NaN,2013,NaN,-1.6,pop_change
eurostat.xlsx,Peloponnisos,EL65,NaN,2013,NaN,-2.9,pop_change
